Time North East
11:37:12 4734042.387 268612.706
11:37:14 4734043.027 268610.177
11:37:16 4734045.864 268606.629
11:37:18 4734050.279 268603.885
11:37:20 4734049.617 268598.763
11:37:22 4734052.098 268594.770
11:37:24 4734055.920 268592.211
11:37:26 4734055.525 268587.416
11:37:28 4734058.435 268583.529
11:37:30 4734059.299 268580.780
11:37:32 4734061.838 268576.903
11:37:34 4734065.890 268572.098
11:37:36 4734065.507 268567.850
11:37:38 4734069.105 268565.556
11:37:40 4734069.070 268561.047
11:37:42 4734072.379 268556.308
11:37:44 4734072.117 268552.155
11:37:46 4734075.847 268549.593
11:37:48 4734075.432 268545.389
11:37:50 4734079.144 268541.506
11:37:52 4734080.043 268536.800
11:37:54 4734082.977 268534.052
11:37:56 4734082.352 268529.637
11:37:58 4734085.811 268525.039
11:38:00 4734085.760 268520.096
11:38:02 4734088.444 268516.520
11:38:04 4734092.822 268513.957
11:38:06 4734092.396 268509.162
11:38:08 4734095.331 268504.524
11:38:10 4734095.215 268500.603
11:38:12 4734099.247 268498.257
11:38:14 4734099.122 268493.698
11:38:16 4734102.345 268489.662
11:38:18 4734103.066 268484.745
11:38:20 4734105.782 268480.191
11:38:22 4734105.738 268477.799
11:38:24 4734108.804 268473.872
11:38:26 4734109.690 268468.619
11:38:28 4734111.921 268464.731
11:38:30 4734112.884 268459.937
11:38:32 4734115.668 268457.981
11:38:34 4734116.115 268453.829
11:38:36 4734119.888 268449.082
11:38:38 4734119.608 268444.519
11:38:40 4734122.772 268442.280
11:38:42 4734122.838 268437.546
11:38:44 4734125.825 268433.206
11:38:46 4734129.216 268428.766
11:38:48 4734129.370 268424.171
11:38:50 4734132.479 268421.703
11:38:52 4734132.226 268417.277
11:38:54 4734135.660 268412.496
11:38:56 4734135.336 268408.341
11:38:58 4734139.049 268406.303
11:39:00 4734139.359 268401.645
11:39:02 4734142.449 268396.990
11:39:04 4734145.319 268395.219
11:39:06 4734146.027 268390.666
11:39:08 4734149.228 268386.402
11:39:10 4734149.562 268383.817
11:39:12 4734152.372 268379.221
11:39:14 4734152.244 268377.509
11:39:16 4734156.267 268372.657
11:39:18 4734155.766 268370.090
11:39:20 4734158.621 268365.996
11:39:22 4734159.212 268363.101
11:39:24 4734161.499 268361.220
11:39:26 4734162.057 268357.459
11:39:28 4734163.193 268354.901
11:39:30 4734165.929 268352.511
11:39:32 4734165.795 268348.226
11:39:34 4734169.329 268345.976
11:39:36 4734169.300 268343.175
11:39:38 4734171.727 268341.708
11:39:40 4734172.886 268336.601
11:39:42 4734172.152 268334.549
11:39:44 4734172.562 268332.446
11:39:46 4734175.942 268330.214
11:39:48 4734175.996 268325.844
11:39:50 4734176.345 268322.782
11:39:52 4734175.334 268320.698
11:39:54 4734178.793 268318.879
11:39:56 4734179.338 268316.438
11:39:58 4734179.147 268314.769
11:40:00 4734183.237 268309.738
11:40:02 4734182.472 268307.686
11:40:04 4734182.883 268305.559
11:40:06 4734186.242 268303.031
11:40:08 4734185.822 268300.808
11:40:10 4734188.993 268301.119
11:40:12 4734192.280 268303.484
11:40:14 4734192.260 268303.141
11:40:16 4734194.802 268305.617
11:40:18 4734194.867 268308.284
11:40:20 4734198.481 268308.268
11:40:22 4734198.237 268310.013
11:40:24 4734200.526 268312.686
11:40:26 4734200.898 268314.474
11:40:28 4734200.131 268317.090
11:40:30 4734200.487 268321.200
11:40:32 4734199.763 268324.364
11:40:34 4734197.755 268329.010
11:40:36 4734197.929 268330.245
11:40:38 4734196.349 268335.019
11:40:40 4734193.478 268339.591
11:40:42 4734193.558 268341.802
11:40:44 4734193.330 268345.847
11:40:46 4734189.401 268350.634
11:40:48 4734189.733 268355.472
11:40:50 4734189.935 268360.511
11:40:52 4734187.420 268362.749
11:40:54 4734187.329 268367.323
11:40:56 4734184.130 268371.519
11:40:58 4734183.661 268375.374
11:41:00 4734182.649 268377.936
11:41:02 4734179.846 268382.328
11:41:04 4734179.668 268384.872
11:41:06 4734179.900 268389.001
11:41:08 4734176.141 268391.494
11:41:10 4734176.523 268393.920
11:41:12 4734173.551 268395.983
11:41:14 4734173.343 268397.593
11:41:16 4734172.278 268402.635
11:41:18 4734169.802 268405.558
11:41:20 4734170.660 268409.434
11:41:22 4734166.463 268413.962
11:41:24 4734166.545 268416.127
11:41:26 4734163.160 268420.363
11:41:28 4734162.783 268423.310
11:41:30 4734160.562 268425.103
11:41:32 4734159.841 268430.020
11:41:34 4734160.291 268432.266
11:41:36 4734157.089 268433.798
11:41:38 4734156.138 268436.362
11:41:40 4734156.498 268438.538
11:41:42 4734156.197 268442.899
11:41:44 4734152.792 268444.971
11:41:46 4734152.582 268447.560
11:41:48 4734152.942 268449.712
11:41:50 4734149.579 268452.377
11:41:52 4734150.170 268455.038
11:41:54 4734150.675 268454.691
11:41:56 4734147.020 268456.868
11:41:58 4734146.975 268459.144
11:42:00 4734143.902 268458.676
11:42:02 4734140.231 268461.331
11:42:04 4734141.000 268458.647
11:42:06 4734137.330 268458.502
11:42:08 4734134.307 268455.622
11:42:10 4734133.529 268458.579
11:42:12 4734131.417 268458.007
11:42:14 4734127.572 268460.315
11:42:16 4734124.611 268462.948
11:42:18 4734122.168 268462.138
11:42:20 4734118.001 268464.844
11:42:22 4734115.609 268467.087
11:42:24 4734112.502 268469.487
11:42:26 4734109.667 268471.145
11:42:28 4734108.882 268473.396
11:42:30 4734105.712 268475.817
11:42:32 4734102.878 268478.364
11:42:34 4734100.228 268480.028
11:42:36 4734096.355 268482.244
11:42:38 4734093.278 268484.691
11:42:40 4734090.419 268488.898
11:42:42 4734086.913 268491.240
11:42:44 4734087.087 268493.409
11:42:46 4734083.702 268497.645
11:42:48 4734080.268 268499.693
11:42:50 4734079.949 268504.578
11:42:52 4734077.256 268506.605
11:42:54 4734073.812 268510.770
11:42:56 4734073.364 268513.101
11:42:58 4734070.211 268517.799
11:43:00 4734067.398 268519.709
11:43:02 4734066.853 268524.928
11:43:04 4734064.615 268527.198
11:43:06 4734064.584 268530.886
11:43:08 4734060.251 268533.018
11:43:10 4734060.100 268537.498
11:43:12 4734056.845 268539.734
11:43:14 4734056.763 268544.923
11:43:16 4734054.480 268546.714
11:43:18 4734050.757 268549.048
11:43:20 4734050.845 268553.810
11:43:22 4734047.978 268555.490
11:43:24 4734044.067 268559.777
11:43:26 4734043.781 268562.795
11:43:28 4734041.583 268566.638
11:43:30 4734040.647 268568.747
11:43:32 4734037.199 268573.960
11:43:34 4734035.107 268575.575
11:43:36 4734034.139 268580.484
11:43:38 4734031.500 268582.740
11:43:40 4734031.455 268586.860
11:43:42 4734030.791 268589.183
11:43:44 4734030.803 268591.575
11:43:46 4734030.812 268595.924
11:43:48 4734030.455 268598.280
11:43:50 4734030.428 268602.788
11:43:52 4734030.281 268605.310
11:43:54 4734030.576 268606.641
11:43:56 4734032.258 268609.908
11:43:58 4734033.365 268614.658
11:44:00 4734033.507 268616.872
11:44:02 4734033.343 268619.007
11:44:04 4734033.080 268621.320
11:44:06 4734036.150 268623.723
11:44:08 4734036.024 268628.409
11:44:10 4734033.062 268630.177
11:44:12 4734032.433 268632.342
11:44:14 4734029.198 268633.053
11:44:16 4734027.316 268630.235
11:44:18 4734023.585 268630.042
11:44:20 4734020.490 268627.479
11:44:22 4734017.168 268627.095
11:44:24 4734013.755 268625.705
11:44:26 4734012.121 268622.873
11:44:28 4734008.337 268623.338
11:44:30 4734009.162 268622.705
11:44:32 4734005.251 268620.525
11:44:34 4734002.493 268619.886
11:44:36 4733998.717 268618.280
11:44:38 4733996.738 268617.439
11:44:40 4733992.590 268617.710
11:44:42 4733990.122 268615.783
11:44:44 4733987.637 268615.290
11:44:46 4733984.086 268612.507
11:44:48 4733980.454 268613.068
11:44:50 4733978.391 268610.130
11:44:52 4733974.485 268610.569
11:44:54 4733975.337 268608.183
11:44:56 4733972.076 268607.801
11:44:58 4733968.703 268605.229
11:45:00 4733965.362 268605.413
11:45:02 4733962.744 268603.367
11:45:04 4733963.252 268601.107
11:45:06 4733963.346 268598.287
11:45:08 4733962.671 268596.306
11:45:10 4733963.195 268593.591
11:45:12 4733965.730 268591.649
11:45:14 4733966.152 268589.204
11:45:16 4733965.964 268587.445
11:45:18 4733966.753 268585.103
11:45:20 4733969.800 268582.632
11:45:22 4733969.402 268582.528
11:45:24 4733972.352 268582.968
11:45:26 4733975.818 268585.520
11:45:28 4733979.057 268587.473
11:45:30 4733981.550 268587.739
11:45:32 4733987.973 268587.749
11:45:34 4733990.684 268590.732
11:45:36 4733994.618 268590.363
11:45:38 4733996.932 268593.195
11:45:40 4734000.677 268592.956
11:45:42 4734003.184 268595.545
11:45:44 4734009.681 268595.216
11:45:46 4734011.938 268597.888
11:45:48 4734015.387 268600.052
11:45:50 4734018.078 268602.693
11:45:52 4734021.534 268602.763
11:45:54 4734024.474 268605.344
11:45:56 4734027.839 268605.388
11:45:58 4734030.753 268607.808
11:46:00 4734030.816 268607.787
11:46:02 4734033.791 268610.255
11:46:04 4734037.007 268610.135
11:46:06 4734039.716 268612.230
11:46:08 4734039.275 268614.332
11:46:10 4734042.217 268612.245
11:46:12 4734045.422 268612.444
11:46:14 4734045.616 268610.332
11:46:16 4734049.067 268605.962
11:46:18 4734049.241 268603.532
11:46:20 4734049.096 268601.409
11:46:22 4734052.479 268599.063
11:46:24 4734052.300 268597.031
11:46:26 4734055.807 268594.689
11:46:28 4734055.643 268592.202
11:46:30 4734052.345 268590.156
11:46:32 4734049.740 268589.568
11:46:34 4734046.049 268587.258
11:46:36 4734043.080 268587.386
11:46:38 4734040.382 268584.951
11:46:40 4734037.200 268585.003
11:46:42 4734034.405 268582.701
11:46:44 4734031.487 268580.372
11:46:46 4734028.472 268580.020
11:46:48 4734025.118 268577.836
11:46:50 4734022.385 268575.513
11:46:52 4734019.364 268575.344
11:46:54 4734016.271 268572.735
11:46:56 4734012.881 268572.508
11:46:58 4734009.706 268570.489
11:47:00 4734007.196 268567.968
11:47:02 4734003.966 268565.765
11:47:04 4734001.208 268563.282
11:47:06 4733997.967 268563.219
11:47:08 4733995.035 268560.388
11:47:10 4733991.392 268558.513
11:47:12 4733992.103 268558.491
11:47:14 4733989.020 268556.498
11:47:16 4733986.468 268556.162
11:47:18 4733983.121 268553.750
11:47:20 4733980.078 268551.462
11:47:22 4733977.120 268551.272
11:47:24 4733973.931 268550.573
11:47:26 4733973.202 268548.386
11:47:28 4733970.344 268546.127
11:47:30 4733970.640 268541.879
11:47:32 4733974.202 268539.721
11:47:34 4733974.281 268537.378
11:47:36 4733977.432 268532.725
11:47:38 4733977.223 268530.668
11:47:40 4733977.622 268527.995
11:47:42 4733980.304 268523.531
11:47:44 4733980.387 268521.051
11:47:46 4733980.239 268517.176
11:47:48 4733984.337 268514.694
11:47:50 4733983.853 268515.316
11:47:52 4733987.725 268517.722
11:47:54 4733990.811 268517.780
11:47:56 4733996.931 268517.621
11:47:58 4733999.466 268519.391
11:48:00 4734001.722 268520.286
11:48:02 4734005.851 268522.383
11:48:04 4734008.438 268524.451
11:48:06 4734014.207 268524.621
11:48:08 4734017.162 268527.703
11:48:10 4734021.132 268529.954
11:48:12 4734023.916 268532.574
11:48:14 4734027.363 268532.007
11:48:16 4734032.520 268534.798
11:48:18 4734035.982 268537.464
11:48:20 4734039.382 268539.218
11:48:22 4734041.532 268541.407
11:48:24 4734044.304 268544.392
11:48:26 4734048.215 268544.728
11:48:28 4734051.513 268546.774
11:48:30 4734054.057 268549.182
11:48:32 4734057.119 268551.834
11:48:34 4734060.507 268553.929
11:48:36 4734063.190 268554.042
11:48:38 4734066.240 268556.125
11:48:40 4734068.856 268558.216
11:48:42 4734071.503 268560.331
11:48:44 4734071.140 268561.025
11:48:46 4734075.088 268563.958
11:48:48 4734078.892 268563.789
11:48:50 4734078.498 268563.571
11:48:52 4734081.390 268561.141
11:48:54 4734081.121 268559.014
11:48:56 4734084.482 268557.328
11:48:58 4734085.192 268555.507
11:49:00 4734085.897 268551.956
11:49:02 4734084.197 268550.169
11:49:04 4734085.012 268547.964
11:49:06 4734085.230 268543.304
11:49:08 4734085.162 268540.729
11:49:10 4734087.913 268538.817
11:49:12 4734088.354 268536.692
11:49:14 4734085.551 268533.706
11:49:16 4734084.792 268531.494
11:49:18 4734081.826 268531.509
11:49:20 4734078.963 268529.409
11:49:22 4734073.171 268528.988
11:49:24 4734069.853 268526.622
11:49:26 4734066.858 268524.768
11:49:28 4734064.474 268524.939
11:49:30 4734058.738 268521.923
11:49:32 4734055.000 268519.202
11:49:34 4734051.546 268517.220
11:49:36 4734049.019 268517.067
11:49:38 4734045.919 268514.640
11:49:40 4734039.764 268512.157
11:49:42 4734036.765 268509.483
11:49:44 4734033.334 268507.729
11:49:46 4734031.205 268504.902
11:49:48 4734027.537 268502.867
11:49:50 4734025.028 268500.301
11:49:52 4734021.669 268500.097
11:49:54 4734018.523 268498.147
11:49:56 4734016.090 268496.085
11:49:58 4734013.429 268495.313
11:50:00 4734009.494 268492.949
11:50:02 4734006.538 268490.824
11:50:04 4734003.871 268488.412
11:50:06 4734000.725 268488.284
11:50:08 4733994.614 268485.392
11:50:10 4733994.047 268485.737
11:50:12 4733991.538 268483.194
11:50:14 4733991.449 268478.477
11:50:16 4733994.378 268476.777
11:50:18 4733995.097 268474.661
11:50:20 4733998.541 268469.584
11:50:22 4733997.755 268467.235
11:50:24 4734000.845 268465.335
11:50:26 4734001.356 268461.163
11:50:28 4734002.007 268456.471
11:50:30 4734004.964 268453.951
11:50:32 4734007.596 268453.721
11:50:34 4734010.142 268457.017
11:50:36 4734014.511 268456.594
11:50:38 4734016.766 268458.400
11:50:40 4734019.019 268461.208
11:50:42 4734022.630 268464.039
11:50:44 4734026.242 268465.936
11:50:46 4734028.566 268468.450
11:50:48 4734034.887 268470.597
11:50:50 4734037.416 268473.483
11:50:52 4734041.141 268475.680
11:50:54 4734043.866 268478.208
11:50:56 4734047.154 268478.705
11:50:58 4734050.696 268480.827
11:51:00 4734056.422 268483.228
11:51:02 4734059.343 268485.443
11:51:04 4734062.118 268488.360
11:51:06 4734065.881 268490.330
11:51:08 4734068.297 268492.870
11:51:10 4734071.557 268495.143
11:51:12 4734077.513 268497.096
11:51:14 4734079.809 268499.541
11:51:16 4734082.924 268502.446
11:51:18 4734086.631 268505.189
11:51:20 4734090.116 268507.172
11:51:22 4734092.652 268507.052
11:51:24 4734092.300 268509.272
11:51:26 4734095.237 268511.944
11:51:28 4734098.658 268513.994
11:51:30 4734101.268 268514.445
11:51:32 4734101.849 268511.846
11:51:34 4734104.473 268511.866
11:51:36 4734107.533 268509.965
11:51:38 4734111.055 268508.079
11:51:40 4734111.511 268505.521
11:51:42 4734114.261 268503.632
11:51:44 4734114.662 268503.646
11:51:46 4734117.825 268501.407
11:51:48 4734120.910 268498.755
11:51:50 4734120.399 268494.662
11:51:52 4734121.136 268492.023
11:51:54 4734117.515 268492.243
11:51:56 4734114.892 268492.178
11:51:58 4734111.935 268489.187
11:52:00 4734108.062 268487.714
11:52:02 4734103.242 268485.025
11:52:04 4734099.832 268484.478
11:52:06 4734096.246 268481.830
11:52:08 4734092.896 268479.509
11:52:10 4734089.967 268477.498
11:52:12 4734087.442 268475.455
11:52:14 4734084.876 268472.751
11:52:16 4734078.391 268468.139
11:52:18 4734075.521 268468.088
11:52:20 4734072.580 268465.531
11:52:22 4734069.318 268463.326
11:52:24 4734066.566 268460.684
11:52:26 4734063.186 268458.316
11:52:28 4734057.131 268455.609
11:52:30 4734053.800 268453.630
11:52:32 4734051.365 268450.725
11:52:34 4734047.597 268448.891
11:52:36 4734045.374 268446.107
11:52:38 4734041.770 268444.005
11:52:40 4734039.088 268443.870
11:52:42 4734032.919 268441.773
11:52:44 4734030.433 268439.481
11:52:46 4734030.620 268436.664
11:52:48 4734026.789 268436.717
11:52:50 4734024.030 268434.257
11:52:52 4734020.880 268432.398
11:52:54 4734018.602 268429.430
11:52:56 4734014.687 268429.230
11:52:58 4734011.567 268427.395
11:53:00 4734009.299 268425.042
11:53:02 4734009.377 268422.722
11:53:04 4734009.403 268420.104
11:53:06 4734009.015 268417.860
11:53:08 4734012.314 268413.394
11:53:10 4734012.360 268411.118
11:53:12 4734015.510 268409.266
11:53:14 4734016.104 268404.458
11:53:16 4734015.811 268402.149
11:53:18 4734019.024 268397.497
11:53:20 4734021.820 268397.910
11:53:22 4734025.345 268397.778
11:53:24 4734027.997 268400.667
11:53:26 4734031.722 268402.864
11:53:28 4734034.456 268405.142
11:53:30 4734037.347 268407.333
11:53:32 4734040.102 268409.931
11:53:34 4734043.437 268411.773
11:53:36 4734045.694 268414.467
11:53:38 4734052.261 268416.645
11:53:40 4734054.824 268419.418
11:53:42 4734058.306 268424.248
11:53:44 4734061.542 268426.292
11:53:46 4734064.082 268428.837
11:53:48 4734067.350 268430.836
11:53:50 4734069.820 268433.628
11:53:52 4734076.570 268434.014
11:53:54 4734079.807 268436.035
11:53:56 4734082.307 268438.851
11:53:58 4734085.930 268441.318
11:54:00 4734092.129 268443.393
11:54:02 4734094.569 268446.162
11:54:04 4734098.146 268448.172
11:54:06 4734100.705 268448.303
11:54:08 4734103.783 268450.455
11:54:10 4734109.550 268453.449
11:54:12 4734113.354 268453.281
11:54:14 4734115.976 268455.213
11:54:16 4734118.398 268457.594
11:54:18 4734121.496 268458.221
11:54:20 4734125.218 268460.509
11:54:22 4734128.072 268462.905
11:54:24 4734131.195 268462.782
11:54:26 4734133.899 268465.035
11:54:28 4734136.830 268465.111
11:54:30 4734136.859 268463.336
11:54:32 4734140.690 268461.460
11:54:34 4734141.142 268459.017
11:54:36 4734144.080 268456.132
11:54:38 4734143.184 268454.303
11:54:40 4734147.001 268451.904
11:54:42 4734149.886 268447.834
11:54:44 4734153.588 268445.180
11:54:46 4734152.969 268443.383
11:54:48 4734153.716 268441.382
11:54:50 4734154.147 268438.664
11:54:52 4734150.462 268438.039
11:54:54 4734146.745 268436.526
11:54:56 4734147.967 268435.975
11:54:58 4734144.159 268433.502
11:55:00 4734144.129 268431.634
11:55:02 4734141.596 268431.662
11:55:04 4734141.747 268431.759
11:55:06 4734141.954 268429.261
11:55:08 4734138.567 268428.965
11:55:10 4734138.403 268426.478
11:55:12 4734138.121 268426.605
11:55:14 4734135.227 268426.326
11:55:16 4734134.975 268426.499
11:55:18 4734135.291 268424.415
11:55:20 4734135.532 268424.606
11:55:22 4734135.788 268424.341
11:55:24 4734135.496 268422.009
11:55:26 4734135.420 268422.416
11:55:28 4734135.987 268422.093
11:55:30 4734132.517 268419.654
11:55:32 4734132.464 268419.402
11:55:34 4734132.108 268419.891
11:55:36 4734132.866 268417.526
11:55:38 4734132.804 268414.769
11:55:40 4734132.150 268414.952
11:55:42 4734129.336 268415.062
11:55:44 4734129.684 268412.956
11:55:46 4734126.822 268412.655
11:55:48 4734123.467 268412.315
11:55:50 4734123.144 268412.760
11:55:52 4734120.671 268412.814
11:55:54 4734120.788 268414.867
11:55:56 4734117.309 268417.300
11:55:58 4734114.603 268416.959
11:56:00 4734114.274 268416.629
11:56:02 4734110.837 268414.146
11:56:04 4734107.621 268414.266
11:56:06 4734104.921 268411.898
11:56:08 4734101.894 268410.066
11:56:10 4734099.575 268409.215
11:56:12 4734095.510 268407.029
11:56:14 4734092.816 268404.480
11:56:16 4734086.459 268402.490
11:56:18 4734084.065 268402.069
11:56:20 4734080.586 268399.880
11:56:22 4734077.864 268397.261
11:56:24 4734074.489 268395.668
11:56:26 4734072.505 268394.964
11:56:28 4734068.638 268392.398
11:56:30 4734065.411 268390.104
11:56:32 4734062.451 268389.959
11:56:34 4734059.384 268387.465
11:56:36 4734056.138 268387.584
11:56:38 4734053.439 268385.171
11:56:40 4734050.284 268385.339
11:56:42 4734047.647 268382.905
11:56:44 4734044.568 268379.864
11:56:46 4734040.588 268379.754
11:56:48 4734037.602 268377.627
11:56:50 4734038.012 268375.523
11:56:52 4734035.203 268373.653
11:56:54 4734035.969 268371.060
11:56:56 4734032.590 268365.937
11:56:58 4734032.038 268363.961
11:57:00 4734032.544 268361.769
11:57:02 4734032.712 268359.520
11:57:04 4734035.903 268357.373
11:57:06 4734036.019 268354.827
11:57:08 4734035.713 268352.926
11:57:10 4734039.399 268350.750
11:57:12 4734039.523 268346.132
11:57:14 4734042.524 268345.982
11:57:16 4734045.262 268346.279
11:57:18 4734051.635 268348.724
11:57:20 4734054.676 268348.280
11:57:22 4734056.921 268351.338
11:57:24 4734060.889 268353.634
11:57:26 4734063.825 268353.573
11:57:28 4734069.711 268355.797
11:57:30 4734072.370 268358.482
11:57:32 4734075.810 268360.874
11:57:34 4734078.812 268363.457
11:57:36 4734082.113 268365.389
11:57:38 4734084.501 268367.860
11:57:40 4734090.759 268370.028
11:57:42 4734093.399 268370.526
11:57:44 4734096.950 268373.309
11:57:46 4734100.500 268375.182
11:57:48 4734102.796 268377.627
11:57:50 4734105.929 268379.986
11:57:52 4734111.987 268382.603
11:57:54 4734115.194 268384.577
11:57:56 4734117.723 268384.685
11:57:58 4734120.743 268387.655
11:58:00 4734124.551 268390.128
11:58:02 4734127.660 268392.282
11:58:04 4734133.442 268394.821
11:58:06 4734136.554 268396.883
11:58:08 4734139.131 268399.247
11:58:10 4734142.129 268401.943
11:58:12 4734145.575 268404.153
11:58:14 4734148.320 268407.046
11:58:16 4734152.060 268408.788
11:58:18 4734154.160 268411.545
11:58:20 4734154.731 268411.109
11:58:22 4734157.115 268413.671
11:58:24 4734160.491 268413.397
11:58:26 4734162.957 268416.280
11:58:28 4734163.676 268416.031
11:58:30 4734166.303 268418.738
11:58:32 4734169.851 268418.857
11:58:34 4734172.942 268418.755
11:58:36 4734175.752 268418.759
11:58:38 4734178.709 268419.017
11:58:40 4734178.924 268419.024
11:58:42 4734182.096 268416.535
11:58:44 4734181.741 268414.246
11:58:46 4734184.823 268414.418
11:58:48 4734188.085 268412.000
11:58:50 4734187.738 268412.216
11:58:52 4734188.131 268409.701
11:58:54 4734187.853 268407.870
11:58:56 4734188.533 268406.003
11:58:58 4734192.313 268401.052
11:59:00 4734191.670 268399.027
11:59:02 4734192.091 268397.538
11:59:04 4734193.305 268392.638
11:59:06 4734192.806 268391.870
11:59:08 4734188.784 268389.322
11:59:10 4734185.576 268387.370
11:59:12 4734183.157 268384.898
11:59:14 4734179.993 268382.538
11:59:16 4734177.007 268380.411
11:59:18 4734171.274 268377.304
11:59:20 4734167.378 268375.603
11:59:22 4734165.348 268372.620
11:59:24 4734161.385 268372.897
11:59:26 4734158.930 268370.606
11:59:28 4734156.008 268368.390
11:59:30 4734153.297 268363.586
11:59:32 4734150.066 268361.406
11:59:34 4734147.355 268358.446
11:59:36 4734140.447 268356.302
11:59:38 4734137.932 268353.940
11:59:40 4734134.917 268351.744
11:59:42 4734132.158 268349.307
11:59:44 4734129.048 268347.176
11:59:46 4734126.392 268344.423
11:59:48 4734122.883 268341.322
11:59:50 4734118.896 268339.572
11:59:52 4734113.706 268336.847
11:59:54 4734110.315 268334.844
11:59:56 4734107.743 268335.076
11:59:58 4734105.185 268332.167
12:00:00 4734101.440 268329.651
12:00:02 4734098.190 268329.860
12:00:04 4734095.623 268327.224
12:00:06 4734092.155 268327.495
12:00:08 4734089.674 268325.044
12:00:10 4734086.478 268324.572
12:00:12 4734082.968 268322.405
12:00:14 4734080.288 268319.446
12:00:16 4734076.382 268319.862
12:00:18 4734074.117 268317.440
12:00:20 4734070.946 268317.129
12:00:22 4734067.647 268315.129
12:00:24 4734065.084 268315.111
12:00:26 4734062.167 268312.759
12:00:28 4734059.134 268312.042
12:00:30 4734055.282 268309.955
12:00:32 4734052.613 268310.344
12:00:34 4734050.251 268308.010
12:00:36 4734047.215 268307.385
12:00:38 4734043.482 268305.438
12:00:40 4734044.183 268302.934
12:00:42 4734043.932 268300.307
12:00:44 4734043.544 268298.062
12:00:46 4734043.606 268298.042
12:00:48 4734043.641 268296.085
12:00:50 4734047.159 268296.157
12:00:52 4734047.165 268294.131
12:00:54 4734047.528 268293.460
12:00:56 4734049.653 268294.556
12:00:58 4734051.077 268293.533
12:01:00 4734049.596 268294.395
12:01:02 4734050.836 268294.254
12:01:04 4734050.606 268293.745
12:01:06 4734053.011 268293.872
12:01:08 4734053.067 268294.033
12:01:10 4734053.264 268294.609
12:01:12 4734054.055 268294.043
12:01:14 4734053.245 268294.266
12:01:16 4734053.585 268294.255
12:01:18 4734056.637 268294.403
12:01:20 4734056.708 268294.132
12:01:22 4734056.331 268294.324
12:01:24 4734056.529 268296.722
12:01:26 4734056.615 268298.751
12:01:28 4734059.352 268299.094
12:01:30 4734059.603 268301.743
12:01:32 4734063.203 268301.204
12:01:34 4734065.384 268301.573
12:01:36 4734065.852 268299.585
12:01:38 4734069.330 268299.018
12:01:40 4734068.474 268296.918
12:01:42 4734068.825 268294.743
12:01:44 4734069.104 268290.108
12:01:46 4734072.068 268290.116
12:01:48 4734075.033 268290.124
12:01:50 4734077.917 268292.521
12:01:52 4734081.027 268292.785
12:01:54 4734084.252 268295.170
12:01:56 4734087.267 268297.366
12:01:58 4734090.027 268299.781
12:02:00 4734093.086 268302.502
12:02:02 4734096.562 268304.736
12:02:04 4734099.352 268307.198
12:02:06 4734102.478 268309.762
12:02:08 4734105.731 268312.193
12:02:10 4734111.895 268314.427
12:02:12 4734114.551 268317.180
12:02:14 4734118.177 268316.801
12:02:16 4734120.502 268319.315
12:02:18 4734123.721 268321.859
12:02:20 4734126.965 268323.653
12:02:22 4734132.254 268326.176
12:02:24 4734135.446 268325.850
12:02:26 4734137.858 268328.527
12:02:28 4734141.266 268331.874
12:02:30 4734145.593 268333.636
12:02:32 4734147.771 268334.051
12:02:34 4734151.234 268336.694
12:02:36 4734157.684 268338.686
12:02:38 4734160.087 268338.858
12:02:40 4734163.245 268340.467
12:02:42 4734165.185 268343.378
12:02:44 4734169.043 268343.462
12:02:46 4734172.008 268345.292
12:02:48 4734174.332 268345.985
12:02:50 4734181.268 268348.198
12:02:52 4734180.799 268350.232
12:02:54 4734183.564 268350.643
12:02:56 4734186.992 268353.399
12:02:58 4734190.580 268353.246
12:03:00 4734193.291 268353.451
12:03:02 4734193.514 268351.409
12:03:04 4734196.919 268351.159
12:03:06 4734196.484 268349.391
12:03:08 4734200.443 268344.606
12:03:10 4734200.035 268342.065
12:03:12 4734199.762 268340.052
12:03:14 4734200.207 268337.836
12:03:16 4734200.435 268332.879
12:03:18 4734203.034 268330.895
12:03:20 4734200.290 268328.935
12:03:22 4734200.938 268326.179
12:03:24 4734197.249 268323.824
12:03:26 4734194.298 268321.585
12:03:28 4734191.476 268319.168
12:03:30 4734188.410 268316.651
12:03:32 4734185.210 268314.449
12:03:34 4734182.436 268312.443
12:03:36 4734179.924 268309.991
12:03:38 4734176.796 268307.518
12:03:40 4734173.665 268305.091
12:03:42 4734167.438 268304.745
12:03:44 4734164.238 268302.566
12:03:46 4734161.519 268299.833
12:03:48 4734158.022 268297.302
12:03:50 4734154.821 268295.123
12:03:52 4734149.002 268292.742
12:03:54 4734146.042 268292.620
12:03:56 4734143.001 268290.286
12:03:58 4734140.066 268287.547
12:04:00 4734136.540 268285.880
12:04:02 4734131.436 268283.364
12:04:04 4734128.263 268283.121
12:04:06 4734125.096 268279.940
12:04:08 4734120.964 268278.823
12:04:10 4734119.741 268275.685
12:04:12 4734112.541 268273.075
12:04:14 4734109.393 268271.171
12:04:16 4734106.952 268271.203
12:04:18 4734104.114 268268.353
12:04:20 4734100.452 268266.112
12:04:22 4734097.652 268263.946
12:04:24 4734094.847 268263.807
12:04:26 4734091.785 268261.176
12:04:28 4734088.429 268259.037
12:04:30 4734085.707 268258.240
12:04:32 4734081.730 268256.194
12:04:34 4734079.206 268254.083
12:04:36 4734076.472 268253.650
