Time    Z,m
12:04:32 4.69
12:04:34 4.60
12:04:36 4.51
12:04:38 4.45
12:04:40 4.30
12:04:42 3.81
12:04:44 3.38
12:04:46 3.05
12:04:48 2.99
12:04:50 2.77
12:04:52 2.93
12:04:54 3.05
12:04:56 2.77
12:04:58 2.44
12:05:00 2.53
12:05:02 2.44
12:05:04 2.44
12:05:06 2.56
12:05:08 2.80
12:05:10 3.17
12:05:12 3.54
12:05:14 4.02
12:05:16 4.33
12:05:18 4.39
12:05:20 4.39
12:05:22 4.39
12:05:24 4.36
12:05:26 4.30
12:05:28 4.27
12:05:30 4.24
12:05:32 4.24
12:05:34 4.21
12:05:36 4.11
12:05:38 4.08
12:05:40 4.02
12:05:42 3.93
12:05:44 3.87
12:05:46 3.84
12:05:48 3.75
12:05:50 3.75
12:05:52 3.75
12:05:54 3.75
12:05:56 3.69
12:05:58 3.63
12:06:00 3.60
12:06:02 3.60
12:06:04 3.60
12:06:06 3.57
12:06:08 3.57
12:06:10 3.54
12:06:12 3.51
12:06:14 3.44
12:06:16 3.41
12:06:18 3.35
12:06:20 3.26
12:06:22 3.20
12:06:24 3.08
12:06:26 2.93
12:06:28 2.93
12:06:30 2.83
12:06:32 2.74
12:06:34 2.71
12:06:36 2.68
12:06:38 2.59
12:06:40 2.47
12:06:42 2.38
12:06:44 2.26
12:06:46 2.16
12:06:48 2.07
12:06:50 2.13
12:06:52 2.04
12:06:54 1.95
12:06:56 1.83
12:06:58 1.65
12:07:00 1.55
12:07:02 1.65
12:07:04 1.80
12:07:06 1.95
12:07:08 2.07
12:07:10 2.23
12:07:12 2.38
12:07:14 2.62
12:07:16 2.71
12:07:18 2.90
12:07:20 3.08
12:07:22 3.26
12:07:24 3.44
12:07:26 3.66
12:07:28 3.75
12:07:30 3.87
12:07:32 3.93
12:07:34 4.02
12:07:36 4.11
12:07:38 4.18
12:07:40 4.18
12:07:42 4.21
12:07:44 4.24
12:07:46 4.21
12:07:48 4.18
12:07:50 4.15
12:07:52 4.08
12:07:54 4.08
12:07:56 4.02
12:07:58 3.99
12:08:00 3.99
12:08:02 3.96
12:08:04 3.87
12:08:06 3.78
12:08:08 3.75
12:08:10 3.75
12:08:12 3.78
12:08:14 3.78
12:08:16 3.75
12:08:18 3.72
12:08:20 3.72
12:08:22 3.66
12:08:24 3.63
12:08:26 3.57
12:08:28 3.44
12:08:30 3.41
12:08:32 3.32
12:08:34 3.20
12:08:36 3.08
12:08:38 2.99
12:08:40 2.83
12:08:42 2.68
12:08:44 2.56
12:08:46 2.47
12:08:48 2.44
12:08:50 2.41
12:08:52 2.26
12:08:54 2.16
12:08:56 2.16
12:08:58 2.16
12:09:00 2.13
12:09:02 2.13
12:09:04 2.13
12:09:06 2.04
12:09:08 1.71
12:09:10 1.65
12:09:12 1.68
12:09:14 1.86
12:09:16 1.95
12:09:18 2.19
12:09:20 2.29
12:09:22 2.32
12:09:24 2.32
12:09:26 2.29
12:09:28 2.10
12:09:30 2.19
12:09:32 2.10
12:09:34 2.10
12:09:36 1.89
12:09:38 1.74
12:09:40 1.55
12:09:42 1.31
12:09:44 1.07
12:09:46 1.19
12:09:48 1.46
12:09:50 1.89
12:09:52 2.56
12:09:54 2.87
12:09:56 3.23
12:09:58 3.54
12:10:00 3.66
12:10:02 3.75
12:10:04 3.75
12:10:06 3.78
12:10:08 3.78
12:10:10 3.54
12:10:12 3.20
12:10:14 3.05
12:10:16 2.87
12:10:18 2.80
12:10:20 2.62
12:10:22 2.38
12:10:24 2.29
12:10:26 2.01
12:10:28 1.95
12:10:30 1.86
12:10:32 1.83
12:10:34 1.77
12:10:36 1.89
12:10:38 1.86
12:10:40 1.83
12:10:42 1.74
12:10:44 1.89
12:10:46 2.04
12:10:48 2.19
12:10:50 2.38
12:10:52 2.44
12:10:54 2.56
12:10:56 2.62
12:10:58 2.65
12:11:00 2.59
12:11:02 2.41
12:11:04 2.23
12:11:06 2.13
12:11:08 1.89
12:11:10 1.74
12:11:12 1.65
12:11:14 1.52
12:11:16 1.43
